word,AoA
attainder,14.0
attainment,10.0
attaint,14.0
attar,12.0
attempt,6.0
attend,2.0
attendance,4.0
attendant,10.0
attention,2.0
attentive,8.0
attenuate,14.0
attest,13.0
attire,12.0
attired,12.0
attitude,6.0
attorney,6.0
attract,6.0
attraction,6.0
attractive,4.0
attractiveness,6.0
attributable,13.0
attribute,10.0
attribution,10.0
attributive,12.0
attrition,14.0
attune,10.0
atypical,12.0
auburn,6.0
auction,4.0
auctioneer,4.0
audacious,13.0
audacity,12.0
audible,8.0
audience,4.0
audient,8.0
audio,6.0
audit,12.0
audition,8.0
auditor,10.0
auditorium,4.0
auditory,12.0
auger,13.0
aught,14.0
augment,13.0
augmentation,12.0
augur,12.0
augury,13.0
August,2.0
august,14.0
auk,13.0
auld,12.0
aunt,2.0
auntie,6.0
aura,13.0
aural,12.0
aureate,13.0
aureole,13.0
Aureomycin,14.0
auric,12.0
auricle,13.0
auricular,13.0
auriferous,12.0
aurora,8.0
auroral,14.0
aurous,12.0
auscultation,13.0
auspice,14.0
auspices,13.0
auspicious,14.0
Aussie,13.0
austere,14.0
austerity,12.0
autarchy,12.0
autarky,12.0
auteur,14.0
authentic,6.0
authenticate,8.0
authenticity,12.0
author,2.0
authoress,8.0
authoritarian,12.0
authoritative,12.0
authority,6.0
authorization,8.0
authorize,10.0
authorship,10.0
auto,2.0
Autobahn,12.0
autobiography,6.0
autochthonous,14.0
autocracy,12.0
autocrat,12.0
autocratic,12.0
autogamy,14.0
autogiro,12.0
autograph,4.0
autoharp,10.0
automat,12.0
automatic,4.0
automation,6.0
automaton,12.0
automobile,2.0
automotive,10.0
autonomic,13.0
autonomous,12.0
autonomy,14.0
autophobia,12.0
autopsy,8.0
autumn,2.0
autumnal,8.0
auxiliary,10.0
avail,12.0
available,6.0
availeth,12.0
avalanche,6.0
avant,12.0
avarice,13.0
avaricious,14.0
avast,12.0
avatar,12.0
avaunt,14.0
avenge,6.0
avenger,4.0
avenue,2.0
aver,14.0
average,4.0
averse,13.0
aversion,13.0
avert,10.0
avian,12.0
aviary,14.0
aviation,2.0
aviator,8.0
aviatrix,12.0
avid,12.0
avidity,13.0
avidly,12.0
avocado,8.0
avocation,14.0
avocet,12.0
avoid,4.0
avoidable,6.0
avoidance,6.0
avoirdupois,14.0
avouch,12.0
avow,13.0
avowal,12.0
avulsion,13.0
avuncular,13.0
aw,6.0
await,4.0
awake,2.0
awaken,2.0
awakening,4.0
award,2.0
aware,6.0
awash,8.0
away,2.0
awe,6.0
aweary,8.0
awearying,10.0
aweigh,12.0
aweless,13.0
awesome,10.0
awful,2.0
awfullest,2.0
awfully,2.0
awhile,2.0
awkward,4.0
awkwardness,6.0
awl,14.0
awning,8.0
awoke,2.0
awry,14.0
ax,4.0
axe,4.0
axes,8.0
axial,12.0
axil,12.0
axilla,13.0
axiom,12.0
axiomatic,12.0
axis,8.0
axle,4.0
axletree,12.0
axon,12.0
aye,6.0
ayes,8.0
azalea,13.0
azimuth,13.0
azure,13.0
baa,2.0
babbitt,14.0
babbittry,12.0
babble,6.0
babbler,8.0
babe,4.0
babel,12.0
babies,2.0
baboon,4.0
babushka,12.0
baby,2.0
baccalaureate,13.0
bacchanal,12.0
bacchanalian,13.0
bachelor,4.0
bachelorhood,6.0
bacilli,8.0
bacillus,8.0
back,2.0
backache,2.0
backbite,14.0
backboard,6.0
backbone,6.0
backbreaking,6.0
backdoor,2.0
backdrop,8.0
backer,8.0
backfield,8.0
backfire,4.0
backgammon,10.0
background,2.0
backhand,6.0
backhanded,12.0
backing,10.0
backlash,10.0
backlog,10.0
backout,12.0
backside,8.0
backslapper,10.0
backslide,14.0
backstage,4.0
backstop,10.0
backstretch,10.0
backstroke,6.0
backtrack,2.0
backward,4.0
backwardness,14.0
backwards,6.0
backwash,10.0
backwater,10.0
backwoods,6.0
backwoodsman,6.0
backyard,2.0
bacon,2.0
bacteria,6.0
bactericide,12.0
bacteriology,8.0
bad,2.0
bade,12.0
badge,4.0
badger,8.0
badinage,14.0
badlands,12.0
badly,2.0
badminton,2.0
baffle,6.0
bafflegab,12.0
bag,2.0
bagasse,12.0
bagatelle,14.0
bagel,10.0
baggage,2.0
bagged,6.0
baggy,4.0
bagpipe,6.0
baguette,14.0
bah,10.0
baignoire,14.0
bail,6.0
bailiff,14.0
bailliwick,13.0
bairn,12.0
bait,2.0
baize,14.0
bake,2.0
Bakelite,8.0
baker,2.0
bakery,2.0
baking,2.0
baklava,12.0
baksheesh,13.0
balalaika,10.0
balance,2.0
balbriggan,13.0
balcony,4.0
bald,4.0
balderdash,13.0
baldfaced,12.0
baldness,4.0
bale,2.0
baleen,14.0
baleful,14.0
baler,8.0
balk,8.0
Balkanize,12.0
balky,14.0
ball,2.0
ballad,8.0
ballast,14.0
ballerina,8.0
ballet,4.0
balletomane,12.0
ballistics,13.0
balloon,2.0
balloonist,10.0
ballot,6.0
ballroom,4.0
ballyhoo,12.0
balm,12.0
balmy,10.0
baloney,4.0
balopticon,12.0
balsa,8.0
balsam,8.0
baluster,13.0
balustrade,14.0
bambina,12.0
bambino,10.0
bamboo,2.0
bamboozle,10.0
ban,8.0
banal,14.0
banality,14.0
banana,2.0
band,2.0
bandage,4.0
bandanna,10.0
bandbox,14.0
bandeau,13.0
banderillero,12.0
banderole,12.0
bandicoot,14.0
bandit,4.0
banditry,8.0
banditti,12.0
bandmaster,2.0
bandolier,14.0
bandstand,8.0
bandy,14.0
bane,14.0
baneful,13.0
bang,4.0
bangle,13.0
bangs,4.0
bangtail,14.0
banish,8.0
banishment,8.0
banister,4.0
banjo,2.0
bank,2.0
bankbook,2.0
banked,6.0
banker,4.0
banking,2.0
bankrupt,6.0
bankruptcy,6.0
banner,4.0
bannock,12.0
banns,14.0
banquet,4.0
banquette,14.0
banshee,13.0
bantam,10.0
bantamweight,12.0
banter,13.0
bantling,13.0
banty,10.0
banyan,14.0
banzai,12.0
baptism,4.0
baptismal,2.0
baptize,4.0
bar,2.0
barb,8.0
barbarian,8.0
barbaric,8.0
barbarism,8.0
barbarity,10.0
barbarous,6.0
barbecue,4.0
barbed,8.0
barbell,8.0
barber,2.0
barberry,12.0
barbiturates,6.0
barbules,14.0
barcarole,14.0
bard,14.0
bare,2.0
bareback,2.0
barefaced,10.0
barefoot,2.0
barefooted,4.0
bareheaded,4.0
barelegged,2.0
barely,6.0
barf,12.0
barfly,12.0
bargain,4.0
barge,4.0
barite,13.0
baritone,8.0
barium,13.0
bark,2.0
barkeeper,2.0
barkentine,12.0
barker,10.0
barley,4.0
barmaid,8.0
barman,12.0
barmy,12.0
barn,2.0
barnacle,10.0
barnstorm,14.0
barnstormer,14.0
barnyard,4.0
barograph,13.0
barometer,8.0
baron,8.0
baroness,10.0
baronet,12.0
baronial,12.0
barony,13.0
baroque,12.0
baroscope,12.0
barouche,13.0
barracks,6.0
barracuda,8.0
barrage,10.0
barranca,13.0
barratry,14.0
barred,8.0
barrel,4.0
barrelhouse,12.0
barren,8.0
barrette,6.0
barricade,6.0
barrier,6.0
barring,12.0
barrister,14.0
barroom,6.0
barrow,10.0
bartender,2.0
barter,12.0
bas,12.0
basal,13.0
basalt,13.0
bascule,12.0
base,4.0
baseball,2.0
baseboard,10.0
baseborn,12.0
baseless,10.0
baseman,4.0
basement,4.0
baseness,14.0
basenji,12.0
bases,6.0
bash,4.0
bashful,2.0
bashfulness,2.0
basic,4.0
basically,12.0
basil,13.0
basilica,14.0
basilisk,12.0
basin,4.0
basis,8.0
bask,12.0
basket,2.0
basketball,2.0
basketry,6.0
basque,12.0
bass,4.0
basset,12.0
bassinet,6.0
basso,12.0
bassoon,8.0
basswood,12.0
bast,12.0
bastard,10.0
baste,8.0
bastille,12.0
bastings,8.0
bastion,14.0
bat,2.0
batch,4.0
bate,12.0
bateau,12.0
bath,2.0
bathe,2.0
bathetic,12.0
bathhouse,6.0
Bathinette,6.0
bathing,4.0
bathometer,12.0
bathos,12.0
bathrobe,4.0
bathroom,2.0
bathtub,2.0
bathyscaph,12.0
bathyscaphe,12.0
bathysphere,13.0
batik,13.0
batiste,13.0
batman,12.0
baton,6.0
batrachian,12.0
bats,12.0
battalion,8.0
batten,12.0
batter,2.0
battery,4.0
batting,13.0
battle,2.0
battledore,12.0
battlefield,4.0
battleground,2.0
battlement,13.0
battleship,2.0
batty,6.0
bauble,14.0
bauxite,13.0
bawdy,12.0
bawl,4.0
bay,6.0
bayberry,12.0
baying,10.0
bayonet,6.0
bayou,12.0
bazaar,8.0
bazooka,2.0
BB,4.0
bdelliurn,12.0
be,2.0
beach,2.0
beachcomber,8.0
beachhead,8.0
beacon,8.0
bead,4.0
beading,6.0
beadle,12.0
beagle,2.0
beak,2.0
beaker,8.0
beam,2.0
beamed,14.0
beaming,4.0
bean,2.0
beanbag,2.0
beanball,8.0
beanie,8.0
beanpole,12.0
beans,2.0
beanstalk,2.0
bear,2.0
bearable,6.0
bearbaiting,12.0
bearberry,12.0
beard,4.0
bearer,8.0
bearing,8.0
bearish,12.0
beast,4.0
beastly,8.0
beat,2.0
beaten,4.0
beater,12.0
beatific,14.0
beatify,13.0
beatitude,12.0
beatnik,4.0
beau,10.0
beaut,8.0
beauteous,8.0
beautician,6.0
beautiful,2.0
beautify,2.0
beauty,2.0
beaver,2.0
bebop,10.0
becalm,8.0
became,2.0
because,2.0
beck,10.0
beckon,6.0
becloud,10.0
beco,12.0
become,4.0
becomes,13.0
becoming,8.0
bed,2.0
bedaub,12.0
bedazzle,12.0
bedbug,6.0
bedchamber,8.0
bedclothes,4.0
bedding,6.0
bedeck,12.0
bedevil,10.0
bedew,12.0
bedfast,8.0
bedfellow,14.0
bedight,12.0
bedizened,13.0
bedlam,12.0
Bedouin,12.0
bedplate,12.0
bedpost,2.0
bedraggled,6.0
bedridden,6.0
bedrock,14.0
bedroom,2.0
bedside,4.0
bedsore,8.0
bedspread,2.0
bedspring,2.0
bedstead,6.0
bedtime,2.0
bee,2.0
beebread,13.0
beech,6.0
beechnut,8.0
beef,2.0
beefeater,12.0
beefsteak,2.0
beefy,13.0
beehive,2.0
beekeeper,2.0
beeline,10.0
been,4.0
beer,4.0
beery,12.0
beeswax,2.0
beet,2.0
beetle,2.0
beetling,12.0
beeves,12.0
beezer,14.0
befall,12.0
befell,12.0
befit,10.0
befitting,12.0
befog,12.0
before,2.0
beforehand,4.0
befoul,14.0
befriend,6.0
befuddle,8.0
beg,4.0
began,2.0
beget,13.0
beggar,4.0
beggarly,10.0
beggary,10.0
begging,4.0
begin,2.0
beginner,4.0
beginning,2.0
begone,6.0
begonia,10.0
begot,14.0
begotten,12.0
begrime,12.0
begrimed,12.0
begrudge,12.0
beguile,12.0
beguine,12.0
begum,13.0
begun,2.0
behave,4.0
behavior,4.0
behaviorism,13.0
behead,8.0
beheld,12.0
behemoth,14.0
behest,14.0
behind,2.0
behindhand,12.0
behold,8.0
beholden,10.0
beholder,10.0
behoof,13.0
behooves,14.0
beige,10.0
being,4.0
bejewel,10.0
belabor,12.0
belated,8.0
belay,12.0
belch,6.0
beldame,13.0
beleaguer,14.0
belfry,8.0
belie,10.0
belief,2.0
believable,4.0
believe,2.0
believer,4.0
belittle,12.0
bell,2.0
belladonna,10.0
bellbird,14.0
bellboy,4.0
bellhop,4.0
bellicose,13.0
belligerent,10.0
belljar,12.0
bellman,12.0
bellow,6.0
bellows,10.0
bells,12.0
bellwether,14.0
belly,2.0
bellyache,2.0
bellyful,4.0
bellywhopper,10.0
belong,2.0
belongings,2.0
beloved,4.0
below,2.0
belt,2.0
belting,12.0
bemoan,10.0
bemuse,13.0
bench,2.0
bencher,12.0
bend,2.0
bender,12.0
bends,12.0
bene,12.0
beneath,2.0
benedicite,13.0
benedict,13.0
benediction,8.0
benedictory,12.0
benefaction,12.0
benefactor,10.0
benefactress,12.0
benefice,14.0
beneficence,13.0
beneficent,12.0
beneficial,10.0
beneficiary,8.0
benefit,6.0
benevolence,12.0
benevolent,12.0
benighted,14.0
benign,12.0
benignant,13.0
benignity,12.0
benison,12.0
bent,2.0
benumb,8.0
Benzedrine,12.0
benzene,12.0
benzine,12.0
benzoate,13.0
benzoin,12.0
benzol,13.0
bequeath,12.0
bequest,12.0
berate,12.0
berceuse,12.0
bereave,13.0
bereavement,14.0
bereft,14.0
beret,10.0
berg,6.0
bergamot,12.0
beriberi,12.0
berm,10.0
berry,2.0
berserk,10.0
berth,6.0
beryllium,14.0
beseech,13.0
beseem,12.0
beset,13.0
besetting,13.0
beshrew,12.0
beside,2.0
besides,4.0
besiege,10.0
besmear,10.0
besmirch,14.0
besom,12.0
besotted,14.0
besought,14.0
bespangle,12.0
bespatter,12.0
bespeak,14.0
bespoke,12.0
bespread,8.0
best,2.0
bestead,12.0
bestial,14.0
bestiality,13.0
bestir,10.0
bestow,12.0
bestraddle,12.0
bestrew,10.0
bestride,10.0
bestrode,12.0
bet,2.0
beta,10.0
betake,12.0
betel,12.0
Betelgeuse,12.0
bethink,12.0
betide,13.0
betimes,12.0
betoken,12.0
betook,12.0
betray,6.0
betrayal,6.0
betrayer,8.0
betroth,12.0
betrothal,12.0
betrothed,12.0
better,2.0
betterment,4.0
bettor,10.0
between,2.0
betwixt,14.0
bevel,12.0
beverage,4.0
bevy,14.0
bewail,10.0
beware,6.0
bewilder,8.0
bewitch,6.0
bey,13.0
beyond,2.0
bezique,14.0
bianco,14.0
biangular,10.0
biannual,8.0
bias,12.0
biased,12.0
biaxia,12.0
bib,2.0
bibber,14.0
bibelot,12.0
Bible,2.0
biblical,6.0
bibliography,10.0
bibliophile,12.0
bibulous,14.0
bicameral,13.0
bice,12.0
bicentennial,12.0
biceps,10.0
bichloride,12.0
bicker,8.0
bicolo,10.0
biconcave,12.0
biconvex,12.0
bicuspid,12.0
bicycle,2.0
bid,4.0
biddable,10.0
bidden,6.0
bidder,6.0
bidding,8.0
biddy,10.0
bide,12.0
bidet,14.0
biennial,14.0
bier,14.0
Bierstube,14.0
biff,12.0
bifocal,6.0
biform,10.0
bifurcate,14.0
big,2.0
bigamy,8.0
bigger,2.0
biggish,6.0
bighearted,6.0
bighorn,10.0
bight,12.0
bigness,2.0
bigot,13.0
bigoted,10.0
bigotry,14.0
bigwig,12.0
bijou,13.0
bike,2.0
bikini,4.0
bilabial,14.0
bilateral,12.0
bilberry,12.0
bile,8.0
bilge,13.0
bilharzia,14.0
biliary,14.0
bilinear,10.0
bilingual,10.0
bilious,12.0
bilk,14.0
bill,2.0
billboard,6.0
billet,12.0
billfold,2.0
billhead,13.0
billhook,12.0
billiards,8.0
billingsgate,13.0
billion,2.0
billionaire,6.0
billow,8.0
billows,12.0
billowy,14.0
billposter,10.0
billy,10.0
bilobate,12.0
bimanual,12.0
bimensal,12.0
bimetallic,10.0
bimetallism,12.0
bimodal,14.0
bimonthly,8.0
bimotor,12.0
bin,4.0
binary,12.0
binaural,12.0
bind,6.0
binde,6.0
binder,6.0
bindery,12.0
binding,6.0
binge,12.0
bingle,14.0
bingo,2.0
binnacle,13.0
binocular,4.0
binoculars,4.0
binomial,12.0
biochemistry,10.0
biocide,13.0
biodegradable,13.0
biogenesis,12.0
biographee,10.0
biographer,4.0
biographic,6.0
biographical,4.0
biography,6.0
biological,8.0
biologist,6.0
biology,8.0
biolysis,12.0
biomass,14.0
biometrics,12.0
biometry,12.0
bionics,14.0
bionomics,12.0
biopsy,12.0
biosphere,12.0
biota,14.0
biotics,13.0
bipartisan,10.0
bipartite,12.0
biped,14.0
biplane,8.0
bipod,12.0
bipolar,12.0
biquadrate,12.0
biracia,10.0
birch,4.0
birchen,10.0
bird,2.0
birdbrain,2.0
birdcall,2.0
birdhouse,2.0
birdie,4.0
birdlime,13.0
birdman,12.0
birdseed,2.0
birdshot,8.0
bireme,12.0
biretta,12.0
birth,2.0
birthday,4.0
birthmark,2.0
birthplace,4.0
birthright,8.0
birthstone,6.0
bis,12.0
biscuit,4.0
bisect,10.0
bisexual,10.0
bishop,4.0
bishopric,13.0
bismuth,12.0
bison,10.0
bisque,13.0
bistro,13.0
bisulphide,10.0
bit,2.0
bitch,8.0
bite,2.0
biting,10.0
bitstock,12.0
bitt,12.0
bitte,12.0
bitten,4.0
bitter,4.0
bitterly,8.0
bittern,14.0
bitterness,4.0
bitterroot,10.0
bitters,12.0
bittersweet,8.0
bitty,12.0
bitumen,13.0
bituminous,12.0
bivalent,13.0
bivalve,14.0
bivouac,12.0
biweekly,6.0
biyearly,8.0
biz,8.0
bizarre,13.0
blab,10.0
blabbermouth,2.0
black,2.0
blackamoor,12.0
blackball,8.0
blackberry,2.0
blackbird,2.0
blackboard,2.0
blacken,2.0
blackface,12.0
blackguard,13.0
blackhead,6.0
blacking,12.0
blackjack,2.0
blackleg,13.0
blacklist,10.0
blackmail,4.0
blackmailer,6.0
blackness,2.0
blackout,8.0
blacksmith,2.0
blacksnake,2.0
blackstrap,12.0
blackthorn,12.0
blacktop,4.0
bladder,6.0
blade,2.0
blah,6.0
blahs,10.0
blamable,8.0
blame,4.0
blameless,6.0
blameworthy,8.0
blanch,12.0
blancmange,12.0
bland,13.0
blandish,12.0
blandishment,12.0
blandly,12.0
blank,2.0
blanked,12.0
blanket,2.0
blankets,2.0
blare,10.0
blarney,10.0
blase,12.0
blasé,8.0
blaspheme,10.0
blasphemy,10.0
blast,2.0
blasted,12.0
blastema,12.0
blastoderm,14.0
blastodisc,12.0
blastoff,2.0
blastogenesis,12.0
blastula,14.0
blat,12.0
blatant,14.0
blather,10.0
blatherskite,12.0
blaze,2.0
blazer,10.0
blazon,13.0
blazonry,12.0
bleach,2.0
bleachers,4.0
bleak,13.0
blear,14.0
bleary,12.0
bleat,10.0
bled,2.0
bleed,2.0
blemish,6.0
blench,12.0
blend,2.0
blender,4.0
bless,2.0
blessed,2.0
blessedness,4.0
blessing,2.0
blest,10.0
blew,2.0
blight,12.0
blimp,8.0
blind,2.0
blinders,6.0
blindfold,2.0
blindly,10.0
blindness,2.0
blinds,2.0
blink,2.0
blinker,2.0
blinkers,2.0
blintzes,12.0
blip,12.0
bliss,10.0
blissful,8.0
blister,4.0
blithe,14.0
blithering,12.0
blithesome,14.0
blitz,10.0
blitzkrieg,12.0
blizzard,4.0
bloat,8.0
bloated,12.0
bloater,12.0
blob,8.0
bloc,12.0
block,2.0
blockade,6.0
blockage,6.0
blockbuster,12.0
blockhead,10.0
blockhouse,8.0
bloke,13.0
blond,2.0
blonde,2.0
blood,2.0
blooded,12.0
bloodhound,2.0
bloodless,12.0
bloodmobile,10.0
bloodroot,12.0
bloodshed,8.0
bloodshot,6.0
bloodstained,2.0
bloodstone,12.0
bloodstream,2.0
bloodsucker,6.0
bloodthirsty,8.0
bloody,12.0
bloom,2.0
bloomer,14.0
bloomers,4.0
bloop,13.0
blooper,10.0
blossom,2.0
blossoms,2.0
blot,2.0
blotch,6.0
blotter,6.0
blotto,12.0
blouse,2.0
blow,2.0
blower,4.0
blowfly,12.0
blowgun,4.0
blowhard,10.0
blowhole,13.0
blown,4.0
blowout,4.0
blowpipe,12.0
blowtorch,6.0
blowzy,14.0
BLT,10.0
blub,13.0
blubber,2.0
blubberhead,6.0
blucher,13.0
bludgeon,12.0
blue,2.0
bluebell,6.0
blueberry,4.0
bluebird,2.0
bluebonnet,12.0
bluebook,14.0
bluebottle,12.0
bluecoat,12.0
bluefish,6.0
bluegrass,6.0
bluejacket,13.0
bluejay,4.0
bluejeans,4.0
bluenose,12.0
blueprint,6.0
blues,6.0
bluestocking,13.0
bluff,4.0
bluing,8.0
bluish,6.0
blunder,6.0
blunderbuss,12.0
blunt,6.0
blur,6.0
blurt,8.0
blush,4.0
bluster,10.0
blustery,12.0
boa,12.0
boar,6.0
board,2.0
boarder,8.0
boardwalk,10.0
boast,6.0
boastful,6.0
boat,2.0
boathouse,6.0
boating,4.0
boatman,2.0
boatswain,12.0
bob,4.0
bobbed,2.0
bobbin,8.0
bobble,12.0
bobby,10.0
bobcat,2.0
bobolink,6.0
bobsled,4.0
bobsleigh,4.0
bobtail,2.0
bobwhite,2.0
Boche,14.0
bock,12.0
bodacious,13.0
bode,14.0
bodice,12.0
bodiless,6.0
bodily,6.0
bodkin,14.0
body,2.0
bodyguard,2.0
boeuf,12.0
boff,13.0
bog,10.0
bogey,12.0
bogged,8.0
boggle,12.0
boggy,12.0
bogie,12.0
bogus,13.0
bohemian,12.0
Bohemian,12.0
boil,4.0
boiler,4.0
boisterous,8.0
bola,12.0
bold,4.0
boldface,6.0
boldly,6.0
boldness,4.0
bole,14.0
bolero,12.0
bolo,12.0
bologna,8.0
boloney,4.0
Bolshevik,10.0
bolshevism,10.0
bolster,12.0
bolt,2.0
bolts,2.0
bomb,2.0
bombard,6.0
bombardier,8.0
bombardment,6.0
bombast,14.0
bombazine,13.0
bomber,4.0
bombproof,4.0
bombshell,10.0
bombsight,6.0
bon,12.0
bonanza,10.0
bonbon,8.0
bond,6.0
bondage,8.0
bonded,12.0
bonding,12.0
bondman,13.0
bonds,13.0
bondsman,10.0
bone,4.0
bonehead,10.0
boner,8.0
bonfire,4.0
bong,2.0
bongo,6.0
bonheur,12.0
bonier,8.0
bonito,14.0
bonjour,6.0
bonkers,14.0
bonnet,2.0
bonny,14.0
bonsai,12.0
bonsoir,8.0
bonus,6.0
bony,6.0
boo,2.0
boob,12.0
booboo,6.0
booby,13.0
boodle,12.0
boogaloo,8.0
book,2.0
bookcase,2.0
bookie,8.0
bookish,8.0
bookkeeper,6.0
bookkeeping,6.0
booklet,4.0
bookmaker,12.0
bookmark,2.0
bookrack,4.0
bookseller,4.0
bookshelf,2.0
bookshop,4.0
bookstand,10.0
bookstore,2.0
bookworm,4.0
boom,2.0
boomerang,4.0
boon,14.0
boondockers,12.0
boondocks,10.0
boondoggle,14.0
boor,14.0
boorish,12.0
boost,4.0
booster,6.0
boot,2.0
bootblack,8.0
bootee,2.0
booth,6.0
bootjack,14.0
bootlegger,8.0
bootless,14.0
bootlick,13.0
boots,2.0
booty,12.0
booze,6.0
bop,6.0
borated,14.0
borax,2.0
borborygmus,14.0
border,4.0
borderland,12.0
borderline,4.0
bore,2.0
boreal,12.0
boredom,6.0
borer,14.0
boric,12.0
born,2.0
borne,10.0
boron,13.0
borough,12.0
borrow,4.0
borrower,4.0
borsch,12.0
borscht,12.0
boscage,14.0
bosh,8.0
bosky,14.0
bosom,6.0
boss,2.0
bossier,4.0
bossiest,2.0
bossy,4.0
bosun,13.0
botanical,10.0
botanist,8.0
botany,8.0
botch,12.0
botfly,13.0
both,2.0
bother,4.0
botheration,12.0
bothersome,6.0
bottle,2.0
bottleneck,13.0
bottom,2.0
bottomless,4.0
bottomry,13.0
botulism,12.0
boudoir,12.0
bouffant,12.0
bougainvillea,14.0
bough,10.0
bought,2.0
bouillabaisse,13.0
bouillon,12.0
boulanger,14.0
boulder,2.0
boulevard,6.0
boulevardier,12.0
bounce,2.0
bouncer,12.0
bouncing,13.0
bound,6.0
boundary,6.0
bounded,14.0
bounden,12.0
bounder,14.0
boundless,8.0
bounteous,8.0
bountiful,12.0
bounty,12.0
bouquet,4.0
bourbon,6.0
Bourbon,12.0
bourdon,14.0
bourgeois,12.0
bourgeoisie,13.0
bourn,14.0
bourse,13.0
bout,8.0
boutique,8.0
boutonniere,12.0
bovine,13.0
bow,2.0
bowdlerized,14.0
bowed,12.0
bowels,6.0
bower,12.0
bowerbird,14.0
bowknot,6.0
bowl,2.0
bowlegged,2.0
bowler,12.0
bowline,10.0
bowling,4.0
bowls,12.0
bowman,10.0
bowsprit,12.0
bowstring,10.0
box,2.0
boxcar,2.0
boxer,2.0
boxing,2.0
boxwood,14.0
boy,2.0
boycott,8.0
boyhood,4.0
boyish,4.0
boysenberry,12.0
bra,4.0
brace,2.0
bracelet,2.0
bracelets,4.0
bracer,12.0
bracero,12.0
braces,12.0
brachial,12.0
bracing,6.0
bracken,12.0
bracket,6.0
brackish,13.0
bract,13.0
brad,14.0
brae,14.0
brag,2.0
braggadocio,12.0
braggart,10.0
bragger,6.0
brahma,12.0
Brahma,12.0
Brahmin,12.0
braid,2.0
braille,6.0
brain,2.0
brainchild,12.0
brainless,2.0
brainwash,8.0
brainy,6.0
braise,12.0
braising,14.0
brake,2.0
brakeman,6.0
bramble,8.0
bran,6.0
branch,2.0
brand,4.0
brandish,13.0
brandy,4.0
brant,13.0
brash,13.0
brass,4.0
brasserie,13.0
brassie,14.0
brassiere,8.0
brassy,8.0
brat,2.0
bratwurst,13.0
braunschweiger,6.0
bravado,14.0
brave,2.0
bravery,2.0
bravo,8.0
bravura,14.0
brawl,6.0
brawn,12.0
brawny,8.0
bray,8.0
brazen,12.0
brazier,13.0
brazing,12.0
breach,12.0
bread,2.0
breadfruit,12.0
breadstuff,12.0
breadth,12.0
breadwinner,10.0
break,2.0
breakable,4.0
breakage,8.0
breakdown,4.0
breakers,8.0
breakfast,2.0
breakneck,13.0
breakthrough,8.0
breakwater,12.0
bream,13.0
breast,2.0
breastbone,2.0
breastpin,10.0
breastplate,12.0
breastwork,14.0
breath,2.0
breathe,2.0
breather,8.0
breathless,2.0
breathtaking,4.0
bred,6.0
breech,14.0
breechcloth,12.0
breechclout,12.0
breeches,6.0
breed,6.0
breeder,6.0
breeding,8.0
breeze,2.0
breezeway,8.0
breezy,2.0
Bremsstrahlung,14.0
brethren,10.0
breve,13.0
brevet,14.0
breviary,14.0
brevier,14.0
brevity,12.0
brew,6.0
brewer,6.0
brewery,6.0
briar,6.0
briarhopper,12.0
bribe,6.0
bribery,8.0
brick,2.0
brickbat,12.0
bricklayer,4.0
bricktop,13.0
brickwork,8.0
brickyard,2.0
bridal,6.0
bride,2.0
bridegroom,4.0
bridesmaid,6.0
bridge,2.0
bridgehead,12.0
bridgework,12.0
bridle,4.0
brief,4.0
briefcase,4.0
briefly,4.0
briefs,10.0
brier,8.0
brierwood,12.0
brig,6.0
brigade,8.0
brigadier,12.0
brigand,14.0
brigantine,14.0
bright,2.0
brighten,2.0
brilliance,6.0
brilliancy,6.0
brilliant,8.0
brilliantine,14.0
brim,4.0
brimful,6.0
brimming,6.0
brimstone,14.0
brindle,13.0
brindled,12.0
brine,10.0
bring,2.0
brink,10.0
brinkmanship,12.0
briny,10.0
brioche,13.0
briquet,12.0
briquette,12.0
brisk,6.0
brisket,14.0
briskness,6.0
bristle,6.0
bristly,6.0
britches,2.0
brittle,4.0
broach,13.0
broad,4.0
broadax,10.0
broadbrim,12.0
broadcast,2.0
broadcloth,10.0
broaden,6.0
broadloom,10.0
broadly,12.0
broadside,12.0
broadsword,12.0
broast,12.0
brocade,12.0
broccoli,8.0
brochure,10.0
brogan,14.0
brogue,13.0
broider,12.0
broil,6.0
broiler,2.0
broke,4.0
broken,2.0
broker,6.0
brokerage,13.0
bromide,12.0
bromine,12.0
bronc,8.0
bronchi,8.0
bronchitis,6.0
bronchus,13.0
bronco,6.0
broncobuster,6.0
brontosaurus,2.0
bronze,6.0
brooch,8.0
brood,10.0
brooder,10.0
brook,2.0
brooklet,4.0
broom,2.0
broomcorn,14.0
broomstick,4.0
broth,6.0
brothel,14.0
brother,2.0
brotherhood,2.0
brotherly,4.0
brougham,14.0
brought,4.0
brouhaha,14.0
brow,4.0
browbeat,12.0
brown,2.0
brownie,2.0
Brownie,6.0
brownish,2.0
brownstone,13.0
browse,8.0
brrr,6.0
bruin,14.0
bruise,4.0
bruiser,8.0
bruit,13.0
brunch,12.0
brunette,4.0
brunt,13.0
brush,2.0
brushes,4.0
brushoff,12.0
brushwood,12.0
brusque,14.0
brutal,6.0
brutality,8.0
brutalize,10.0
brute,10.0
brutish,10.0
bub,12.0
bubble,2.0
bubbles,2.0
bubbling,2.0
bubo,12.0
bubonic,12.0
buccal,12.0
buccaneer,8.0
buck,4.0
